Packet_Number,Current_Time,IP_Address,IP_Address_Norm,Source_Port,Packet_Length,Packet_Checksum,DF,MF,Day,Month,Hour,Minute,Second,Day_of_Year,CPU_Percent,CPU_Times_Percent_User,CPU_Times_Percent_Sys,CPU_Times_Percent_Idle,CPU_Stats_CTX_Switches,CPU_Stats_Interrupts,CPU_Stats_Soft_Interrupts,CPU_Stats_Syscalls,Virtual_Memory,Disk_Usage,Disk_IO_Counters_Read_Count,Disk_IO_Counters_Write_Count,Disk_IO_Counters_Read_Bytes,Disk_IO_Counters_Write_Bytes,Disk_IO_Counters_Read_Time,Disk_IO_Counters_Write_Time,Net_IO_Counters_Packet_Sent,Net_IO_Counters_Packets_Recv,Net_IO_Counters_Bytes_Sent,Net_IO_Counters_Bytes_Recv,TTL,Category
108,1552275992,10.0.2.15,100215,23,40,29748,16384,8192,Sun,Mar,23,46,31,69,9,6,4,42778344,18830347,12408228,0,44.8,31.6,144547,389601,2709407744,12339355648,117640,1042828,543785,1016011,416799039,1010273090,90,64,Web_Attack
109,1552275992,72.21.91.29,72219129,8684,40,62448,16384,8192,Sun,Mar,23,46,31,69,8,4,6,42781171,18831069,12408555,0,45,31.6,144547,389601,2709407744,12339355648,117640,1042828,543844,1016102,416806675,1010312016,40,64,Web_Attack
110,1552275992,10.0.2.15,100215,23,347,9575,16384,8192,Sun,Mar,23,46,31,69,6,0,13,42782056,18831359,12408661,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543844,1016102,416806675,1010312016,26.3,64,Web_Attack
111,1552275992,172.217.15.100,17221715100,8558,40,56036,16384,8192,Sun,Mar,23,46,32,69,5,2,12,42783231,18831711,12408779,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543844,1016102,416806675,1010312016,40,64,Web_Attack
112,1552275992,172.217.15.100,17221715100,6240,452,55623,16384,8192,Sun,Mar,23,46,32,69,4,1,14,42785448,18832297,12408924,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543845,1016103,416806735,1010312076,22.2,64,Web_Attack
113,1552275993,172.217.15.100,17221715100,7742,79,55995,16384,8192,Sun,Mar,23,46,32,69,2,1,17,42786471,18832707,12408995,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543845,1016103,416806735,1010312076,0,64,Web_Attack
114,1552275993,172.217.15.100,17221715100,5433,78,55995,16384,8192,Sun,Mar,23,46,32,69,0,1,19,42786696,18832815,12409039,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543845,1016103,416806735,1010312076,22.2,64,Web_Attack
115,1552275993,172.217.15.100,17221715100,8210,86,55986,16384,8192,Sun,Mar,23,46,33,69,1,0,19,42787963,18833285,12409135,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543846,1016104,416806795,1010312136,0,64,Web_Attack
116,1552275993,10.0.2.15,100215,23,40,9881,16384,8192,Sun,Mar,23,46,33,69,0,0,20,42788154,18833352,12409178,0,44.9,31.6,144547,389602,2709407744,12339367936,117640,1042828,543846,1016104,416806795,1010312136,9.1,64,Web_Attack
117,1552275993,10.0.2.15,100215,23,86,9834,16384,8192,Sun,Mar,23,46,33,69,0,0,19,42788455,18833465,12409248,0,44.9,31.6,144547,389606,2709407744,12339601408,117640,1042832,543846,1016104,416806795,1010312136,35,64,Web_Attack
118,1552275994,172.217.15.100,17221715100,585,40,56031,16384,8192,Sun,Mar,23,46,33,69,8,0,10,42789761,18833785,12409397,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543848,1016106,416806915,1010312256,57.9,64,Web_Attack
119,1552275994,10.0.2.15,100215,23,200,9719,16384,8192,Sun,Mar,23,46,33,69,7,1,11,42791391,18834133,12409584,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543848,1016106,416806915,1010312256,47.4,64,Web_Attack
120,1552275994,172.217.15.100,17221715100,9997,40,56030,16384,8192,Sun,Mar,23,46,34,69,1,0,18,42792251,18834412,12409714,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543848,1016106,416806915,1010312256,0,64,Web_Attack
121,1552275994,172.217.15.100,17221715100,7814,337,55732,16384,8192,Sun,Mar,23,46,34,69,0,0,20,42792361,18834488,12409758,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,0,64,Web_Attack
122,1552275994,10.0.2.15,100215,23,40,6550,16384,8192,Sun,Mar,23,46,34,69,0,0,20,42792424,18834534,12409808,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,0,64,Web_Attack
123,1552275995,172.217.7.227,1722177227,905,40,57949,16384,8192,Sun,Mar,23,46,34,69,0,0,20,42792479,18834573,12409861,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,0,64,Web_Attack
124,1552275995,172.217.15.100,17221715100,10790,79,55988,16384,8192,Sun,Mar,23,46,34,69,0,0,20,42792530,18834605,12409902,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,0,64,Web_Attack
125,1552275995,10.0.2.15,100215,23,40,9878,16384,8192,Sun,Mar,23,46,35,69,3,1,15,42792996,18834727,12409976,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,50,64,Web_Attack
126,1552275995,172.217.15.100,17221715100,1574,78,55988,16384,8192,Sun,Mar,23,46,35,69,7,0,11,42794094,18835049,12410132,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,42.1,64,Web_Attack
127,1552275995,172.217.15.100,17221715100,9249,86,55979,16384,8192,Sun,Mar,23,46,35,69,8,1,10,42795306,18835330,12410274,0,44.9,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,52.6,64,Web_Attack
128,1552275996,10.0.2.15,100215,23,40,9877,16384,8192,Sun,Mar,23,46,35,69,7,0,11,42796473,18835679,12410409,0,45,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,36.8,64,Web_Attack
129,1552275996,10.0.2.15,100215,23,86,9830,16384,8192,Sun,Mar,23,46,35,69,8,0,11,42797685,18835955,12410512,0,45,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,66.7,64,Web_Attack
130,1552275996,172.217.15.100,17221715100,4729,311,55751,16384,8192,Sun,Mar,23,46,36,69,8,2,9,42799000,18836384,12410643,0,44.8,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,50,64,Web_Attack
131,1552275996,10.0.2.15,100215,23,202,9709,16384,8192,Sun,Mar,23,46,36,69,3,1,15,42800121,18836789,12410745,0,44.6,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,10,64,Web_Attack
132,1552275996,172.217.15.100,17221715100,2064,307,55742,16384,8192,Sun,Mar,23,46,36,69,0,0,17,42801367,18837135,12410825,0,44.6,31.6,144547,389610,2709407744,12339679232,117640,1042836,543850,1016108,416807035,1010312376,4.8,64,Web_Attack
133,1552275997,10.0.2.15,100215,23,203,9701,16384,8192,Sun,Mar,23,46,36,69,1,0,19,42801674,18837217,12410879,0,44.6,31.6,144547,389610,2709407744,12339679232,117640,1042836,543852,1016110,416807314,1010312496,20,64,Web_Attack
134,1552275997,10.0.2.15,100215,23,183,9717,16384,8192,Sun,Mar,23,46,36,69,0,2,17,42803159,18837695,12410995,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
135,1552275997,172.217.7.227,1722177227,297,753,57139,16384,8192,Sun,Mar,23,46,37,69,6,2,11,42803967,18837952,12411075,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,26.3,64,Web_Attack
136,1552275997,172.217.15.100,17221715100,10104,2527,53429,16384,8192,Sun,Mar,23,46,37,69,0,0,20,42804430,18838128,12411153,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
137,1552275997,10.195.6.40,10195640,8858,99,34118,16384,8192,Sun,Mar,23,46,37,69,1,0,18,42804626,18838229,12411205,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,5,64,Web_Attack
138,1552275998,10.0.2.15,100215,23,40,45883,16384,8192,Sun,Mar,23,46,37,69,0,0,20,42804859,18838329,12411256,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
139,1552275998,10.0.2.15,100215,23,83,21394,16384,8192,Sun,Mar,23,46,37,69,0,0,20,42804910,18838362,12411292,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
140,1552275998,172.217.15.100,17221715100,1634,154,55370,16384,8192,Sun,Mar,23,46,38,69,0,0,20,42804960,18838397,12411328,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
141,1552275998,10.0.2.15,100215,23,40,8657,16384,8192,Sun,Mar,23,46,38,69,0,0,24,42805000,18838425,12411360,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
142,1552275999,172.217.7.227,1722177227,6067,40,57378,16384,8192,Sun,Mar,23,46,38,69,0,0,20,42805046,18838474,12411409,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
143,1552275999,10.0.2.15,100215,23,40,65436,16384,8192,Sun,Mar,23,46,38,69,0,0,26,42805158,18838523,12411450,0,44.6,31.6,144547,389611,2709407744,12339683328,117640,1042836,543854,1016114,416807474,1010312950,0,64,Web_Attack
144,1552275999,54.186.163.246,54186163246,2158,40,47661,16384,8192,Sun,Mar,23,46,38,69,0,0,19,42805330,18838593,12411508,0,44.6,31.6,144547,389615,2709407744,12339793920,117640,1042840,543854,1016114,416807474,1010312950,4.3,64,Web_Attack
145,1552275999,10.0.2.15,100215,23,40,18625,16384,8192,Sun,Mar,23,46,39,69,0,0,22,42805527,18838669,12411584,0,44.6,31.6,144547,389615,2709407744,12339793920,117640,1042840,543854,1016114,416807474,1010312950,0,64,Web_Attack
146,1552275999,172.217.7.227,1722177227,2244,40,57376,16384,8192,Sun,Mar,23,46,39,69,1,0,20,42805715,18838728,12411629,0,44.6,31.6,144547,389615,2709407744,12339793920,117640,1042840,543854,1016114,416807474,1010312950,0,64,Web_Attack
147,1552276000,10.0.2.15,100215,23,40,34699,16384,8192,Sun,Mar,23,46,39,69,0,0,24,42805846,18838819,12411719,0,44.6,31.6,144547,389618,2709407744,12339871744,117640,1042848,543855,1016115,416807534,1010313010,0,64,Web_Attack
148,1552276000,172.217.7.227,1722177227,7782,40,57375,16384,8192,Sun,Mar,23,46,39,69,1,1,17,42806339,18839038,12411783,0,44.6,31.6,144547,389618,2709407744,12339871744,117640,1042848,543856,1016116,416807594,1010313070,21.1,64,Web_Attack
149,1552276000,10.0.2.15,100215,23,40,40999,16384,8192,Sun,Mar,23,46,40,69,3,1,16,42807752,18839395,12411926,0,44.6,31.6,144547,389623,2709407744,12339986432,117640,1042856,543856,1016116,416807594,1010313070,0,64,Web_Attack
150,1552276000,10.0.2.15,100215,23,40,2310,16384,8192,Sun,Mar,23,46,40,69,4,0,15,42808155,18839583,12412013,0,44.6,31.6,144547,389623,2709407744,12339986432,117640,1042856,543857,1016117,416807654,1010313130,41.2,64,Web_Attack
151,1552276000,52.88.72.192,528872192,10996,40,6083,16384,8192,Sun,Mar,23,46,40,69,7,1,11,42809734,18840042,12412173,0,44.6,31.6,144547,389623,2709407744,12339986432,117640,1042856,543857,1016117,416807654,1010313130,5.3,64,Web_Attack
152,1552276001,10.0.2.15,100215,23,173,9579,16384,8192,Sun,Mar,23,46,40,69,2,0,18,42811172,18840626,12412225,0,44.6,31.6,144547,389623,2709407744,12339986432,117640,1042856,543857,1016117,416807654,1010313130,0,64,Web_Attack
153,1552276001,10.0.2.15,100215,23,78,9673,16384,8192,Sun,Mar,23,46,40,69,1,0,19,42811773,18840799,12412275,0,44.6,31.6,144547,389623,2709407744,12339986432,117640,1042856,543859,1016119,416807774,1010313250,5.3,64,Web_Attack
154,1552276001,172.217.15.100,17221715100,1144,40,55451,16384,8192,Sun,Mar,23,46,41,69,4,2,14,42812543,18841064,12412408,0,44.6,31.6,144547,389626,2709407744,12340068352,117640,1042860,543863,1016124,416808228,1010313770,20,64,Web_Attack
155,1552276001,172.217.15.100,17221715100,7209,40,55450,16384,8192,Sun,Mar,23,46,41,69,0,0,20,42813005,18841261,12412506,0,44.7,31.6,144547,389626,2709407744,12340068352,117640,1042860,543875,1016137,416809159,1010314770,0,64,Web_Attack
156,1552276002,172.217.15.100,17221715100,6151,188,55301,16384,8192,Sun,Mar,23,46,41,69,0,0,20,42813238,18841391,12412568,0,44.7,31.6,144547,389626,2709407744,12340068352,117640,1042860,543875,1016137,416809159,1010314770,9.5,64,Web_Attack
157,1552276002,172.217.15.100,17221715100,5794,78,55410,16384,8192,Sun,Mar,23,46,41,69,0,0,20,42813383,18841471,12412631,0,44.7,31.6,144547,389626,2709407744,12340068352,117640,1042860,543876,1016138,416809219,1010314830,5.3,64,Web_Attack
158,1552276002,172.217.15.100,17221715100,7385,86,55401,16384,8192,Sun,Mar,23,46,41,69,1,0,17,42814286,18841880,12412733,0,44.7,31.6,144547,389714,2709407744,12341231616,117640,1043520,543876,1016138,416809219,1010314830,0,64,Web_Attack
159,1552276002,10.0.2.15,100215,23,40,9710,16384,8192,Sun,Mar,23,46,42,69,0,1,19,42815155,18842021,12412793,0,44.6,31.6,144547,389714,2709407744,12341231616,117640,1043520,543876,1016138,416809219,1010314830,0,64,Web_Attack
160,1552276002,10.0.2.15,100215,23,86,9663,16384,8192,Sun,Mar,23,46,42,69,1,1,17,42815543,18842166,12412875,0,44.6,31.6,144547,389714,2709407744,12341231616,117640,1043520,543876,1016138,416809219,1010314830,15,64,Web_Attack
161,1552276003,172.217.15.100,17221715100,907,40,55446,16384,8192,Sun,Mar,23,46,42,69,2,1,17,42816210,18842402,12412975,0,44.6,31.6,144547,389714,2709407744,12341231616,117640,1043520,543879,1016142,416809610,1010315296,19,64,Web_Attack
162,1552276003,10.0.2.15,100215,23,40,29747,16384,8192,Sun,Mar,23,46,42,69,2,1,17,42816924,18842614,12413086,0,44.6,31.6,144547,389714,2709407744,12341231616,117640,1043520,543884,1016148,416810121,1010315876,20,64,Web_Attack
163,1552276003,72.21.91.29,72219129,9785,40,61856,16384,8192,Sun,Mar,23,46,42,69,0,0,24,42817478,18842862,12413215,0,44.6,31.6,144547,389715,2709407744,12341243904,117640,1043524,543888,1016153,416810572,1010316396,10,64,Web_Attack
164,1552276003,10.0.2.15,100215,23,40,6549,16384,8192,Sun,Mar,23,46,43,69,2,0,17,42817974,18843076,12413310,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543892,1016159,416811015,1010317210,26.3,64,Web_Attack
165,1552276003,172.217.7.227,1722177227,1004,40,57365,16384,8192,Sun,Mar,23,46,43,69,2,0,19,42818748,18843418,12413453,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543895,1016164,416811398,1010317910,4.8,64,Web_Attack
166,1552276004,10.0.2.15,100215,23,40,31280,16384,8192,Sun,Mar,23,46,43,69,1,1,18,42819127,18843579,12413533,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543897,1016166,416811682,1010318030,15.8,64,Web_Attack
167,1552276004,64.78.224.185,6478224185,7765,40,29641,16384,8192,Sun,Mar,23,46,43,69,0,0,21,42819456,18843763,12413634,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543900,1016172,416811902,1010318760,0,64,Web_Attack
168,1552276004,10.0.2.15,100215,23,40,34037,16384,8192,Sun,Mar,23,46,44,69,0,0,22,42819534,18843817,12413690,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543901,1016173,416811962,1010318820,4.3,64,Web_Attack
169,1552276004,10.0.2.15,100215,23,40,55354,16384,8192,Sun,Mar,23,46,44,69,0,0,22,42819619,18843903,12413737,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543901,1016173,416811962,1010318820,0,64,Web_Attack
170,1552276004,172.217.7.227,1722177227,3384,40,57363,16384,8192,Sun,Mar,23,46,44,69,0,0,20,42819675,18843960,12413797,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,0,64,Web_Attack
171,1552276005,172.217.7.227,1722177227,10293,40,57362,16384,8192,Sun,Mar,23,46,44,69,0,1,19,42819820,18844037,12413843,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,0,64,Web_Attack
172,1552276005,10.0.2.15,100215,23,188,9560,16384,8192,Sun,Mar,23,46,44,69,0,0,22,42819929,18844121,12413901,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,4,64,Web_Attack
173,1552276005,10.0.2.15,100215,23,78,9669,16384,8192,Sun,Mar,23,46,45,69,0,0,21,42820061,18844187,12413954,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,0,64,Web_Attack
174,1552276005,172.217.15.100,17221715100,5103,40,55440,16384,8192,Sun,Mar,23,46,45,69,0,0,21,42820236,18844243,12413996,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,0,64,Web_Attack
175,1552276006,172.217.15.100,17221715100,3987,40,55439,16384,8192,Sun,Mar,23,46,45,69,0,0,21,42820354,18844313,12414081,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543903,1016175,416812082,1010318940,10,64,Web_Attack
176,1552276006,172.217.15.100,17221715100,9472,226,55252,16384,8192,Sun,Mar,23,46,45,69,5,1,14,42821137,18844556,12414204,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543907,1016181,416812695,1010319689,21.1,64,Web_Attack
177,1552276006,172.217.15.100,17221715100,1927,86,55391,16384,8192,Sun,Mar,23,46,45,69,4,1,15,42822224,18844909,12414370,0,44.7,31.6,144547,389715,2709407744,12341243904,117640,1043524,543913,1016190,416813302,1010321027,26.3,64,Web_Attack
178,1552276006,10.0.2.15,100215,23,40,9706,16384,8192,Sun,Mar,23,46,46,69,2,0,17,42823014,18845208,12414493,0,44.7,31.6,144547,389717,2709407744,12341432320,117640,1043548,543916,1016195,416813690,1010321713,15,64,Web_Attack
179,1552276006,10.0.2.15,100215,23,86,9659,16384,8192,Sun,Mar,23,46,46,69,3,0,16,42823741,18845428,12414620,0,44.7,31.6,144547,389717,2709407744,12341432320,117640,1043548,543920,1016201,416814309,1010322465,33.3,64,Web_Attack
180,1552276007,172.217.15.100,17221715100,780,40,55436,16384,8192,Sun,Mar,23,46,46,69,4,2,15,42824629,18845715,12414789,0,44.8,31.6,144547,389717,2709407744,12341432320,117640,1043548,543927,1016212,416814980,1010323943,0,64,Web_Attack
181,1552276007,10.0.2.15,100215,23,185,9559,16384,8192,Sun,Mar,23,46,46,69,0,0,20,42824759,18845788,12414826,0,44.8,31.6,144547,389717,2709407744,12341432320,117640,1043548,543927,1016212,416814980,1010323943,0,64,Web_Attack
182,1552276007,10.0.2.15,100215,23,78,9665,16384,8192,Sun,Mar,23,46,46,69,0,0,16,42824930,18845882,12414905,0,44.8,31.6,144548,389749,2709411840,12348784640,117652,1043764,543927,1016212,416814980,1010323943,5,64,Web_Attack
183,1552276007,172.217.15.100,17221715100,2073,40,55435,16384,8192,Sun,Mar,23,46,47,69,0,0,22,42825150,18845985,12414960,0,44.8,31.6,144548,389749,2709411840,12348784640,117652,1043764,543927,1016212,416814980,1010323943,0,64,Web_Attack
184,1552276007,172.217.15.100,17221715100,9022,40,55434,16384,8192,Sun,Mar,23,46,47,69,0,0,21,42825238,18846062,12415017,0,44.8,31.6,144548,389749,2709411840,12348784640,117652,1043764,543927,1016212,416814980,1010323943,0,64,Web_Attack
185,1552276008,172.217.15.100,17221715100,4070,226,55247,16384,8192,Sun,Mar,23,46,47,69,0,0,20,42825280,18846105,12415071,0,44.8,31.6,144548,389749,2709411840,12348784640,117652,1043764,543927,1016212,416814980,1010323943,0,64,Web_Attack
186,1552276008,10.0.2.15,100215,23,40,52553,16384,8192,Sun,Mar,23,46,47,69,0,0,20,42825355,18846148,12415107,0,44.8,31.6,144548,389749,2709411840,12348784640,117652,1043764,543927,1016212,416814980,1010323943,27.8,64,Web_Attack
187,1552276008,10.0.2.15,100215,23,40,45882,16384,8192,Sun,Mar,23,46,48,69,12,2,4,42827001,18846713,12415328,0,44.8,31.6,144548,389760,2709411840,12351578112,117652,1043796,543943,1016242,416816888,1010356351,50,64,Web_Attack
188,1552276008,10.0.2.15,100215,23,185,9555,16384,8192,Sun,Mar,23,46,48,69,2,0,15,42828270,18847093,12415442,0,44.6,31.6,144548,389763,2709411840,12351623168,117652,1043800,543943,1016242,416816888,1010356351,26.3,64,Web_Attack
189,1552276008,10.0.2.15,100215,23,78,9661,16384,8192,Sun,Mar,23,46,48,69,4,0,15,42829211,18847351,12415543,0,44.6,31.6,144548,389763,2709411840,12351623168,117652,1043800,543943,1016242,416816888,1010356351,77.8,64,Web_Attack
190,1552276009,172.217.15.100,17221715100,10132,40,55421,16384,8192,Sun,Mar,23,46,48,69,14,5,3,42831739,18848026,12415818,0,45,31.6,144548,389770,2709411840,12351799296,117652,1043808,543982,1016322,416820013,1010450339,73.7,64,Web_Attack
191,1552276009,172.217.15.100,17221715100,5842,40,55420,16384,8192,Sun,Mar,23,46,48,69,13,4,3,42833639,18848860,12416036,0,45.1,31.6,144548,389770,2709411840,12351799296,117652,1043808,544013,1016392,416822315,1010544461,78.9,64,Web_Attack
192,1552276009,172.217.15.100,17221715100,9058,272,55187,16384,8192,Sun,Mar,23,46,49,69,13,4,3,42835817,18849593,12416281,0,45.2,31.6,144548,389770,2709411840,12351799296,117652,1043808,544034,1016428,416825342,1010569556,52.6,64,Web_Attack
